from,to,weight
Comics,100K-1M,1
Comics,>1M,2
100K-1M,4 stars,1
100K-1M,5 stars,0
>1M,4 stars,1
>1M,5 stars,1
4 stars,Ads & IAP,2
5 stars,Ads & IAP,1
Ads & IAP,Free,3
