from,to,weight
Strategy,>1M,32
Strategy,100K-1M,10
>1M,4 stars,30
>1M,5 stars,2
100K-1M,4 stars,9
100K-1M,5 stars,1
4 stars,Ads & IAP,20
4 stars,IAP,17
4 stars,None,2
5 stars,Ads & IAP,2
5 stars,IAP,1
5 stars,None,0
Ads & IAP,Free,22
Ads & IAP,Paid,0
IAP,Free,17
IAP,Paid,1
None,Free,2
None,Paid,0
