from,to,weight
Dating,>1M,2
>1M,3 stars,1
>1M,4 stars,1
3 stars,IAP,1
3 stars,Ads & IAP,0
4 stars,IAP,0
4 stars,Ads & IAP,1
IAP,Free,1
Ads & IAP,Free,1
