from,to,weight
Travel & Local,>1M,20
Travel & Local,100K-1M,3
>1M,4 stars,15
>1M,3 stars,1
>1M,5 stars,4
100K-1M,4 stars,1
100K-1M,3 stars,0
100K-1M,5 stars,2
4 stars,Ads,7
4 stars,IAP,1
4 stars,None,8
4 stars,Ads & IAP,0
3 stars,Ads,1
3 stars,IAP,0
3 stars,None,0
3 stars,Ads & IAP,0
5 stars,Ads,0
5 stars,IAP,0
5 stars,None,4
5 stars,Ads & IAP,2
Ads,Free,8
IAP,Free,1
None,Free,12
Ads & IAP,Free,2
