from,to,weight
Entertainment,>1M,17
>1M,4 stars,13
>1M,3 stars,1
>1M,5 stars,3
4 stars,IAP,3
4 stars,None,2
4 stars,Ads & IAP,7
4 stars,Ads,1
3 stars,IAP,0
3 stars,None,0
3 stars,Ads & IAP,0
3 stars,Ads,1
5 stars,IAP,0
5 stars,None,0
5 stars,Ads & IAP,0
5 stars,Ads,3
IAP,Free,3
None,Free,2
Ads & IAP,Free,7
Ads,Free,5
