from,to,weight
Shopping,>1M,25
Shopping,100K-1M,2
>1M,5 stars,9
>1M,4 stars,15
>1M,3 stars,1
100K-1M,5 stars,0
100K-1M,4 stars,2
100K-1M,3 stars,0
5 stars,None,4
5 stars,Ads,4
5 stars,Ads & IAP,1
5 stars,IAP,0
4 stars,None,9
4 stars,Ads,5
4 stars,Ads & IAP,2
4 stars,IAP,1
3 stars,None,1
3 stars,Ads,0
3 stars,Ads & IAP,0
3 stars,IAP,0
None,Free,14
Ads,Free,9
Ads & IAP,Free,3
IAP,Free,1
