name,value
WhatsApp Messenger,9090956
Marco Polo - Stay in Touch,1903982
"Discord - Talk, Chat & Hangout",1816136
GroupMe,1559725
Google Duo,1377443
Plenty of Fish Dating,1360663
Facebook,1140856
Clubhouse,634681
Hoop - Make new friends,623216
Life360: Find Family & Friends,455646
