name,value
Subway Surfers,1704495994
Temple Run,625467333
Fruit Ninja®,500306392
Angry Birds Classic,445623595
Zombie Tsunami,395942266
Hungry Shark Evolution - Offline survival game,390613416
Sonic Dash - Endless Running & Racing Game,321167025
Geometry Dash Lite,302542035
Subway Princess Runner,295529945
Stack Ball - Blast through platforms,292452121
