name,value
ZINIO - Magazine Newsstand,12547
Word Among Us Mass Edition,9807
National Geographic,7178
Readly - Unlimited Magazines,3545
Sunset Magazine,1756
Vogue Knitting,1713
Texas Monthly,1587
Us Weekly Mag,1551
Lifestyle For Men Magazine,1426
Mindful Magazine,1037
