App_Name,Content_Rating,Released,Free,Maximum_Installs
"Canva: Graphic Design, Video Collage, Logo Maker",Everyone,"Nov 27, 2017",True,134619454
PENUP - Share your drawings,Teen,"Sep 7, 2013",True,117455990
ibis Paint X,Everyone,"Feb 27, 2014",True,100950900
Glitter dress coloring and drawing book for Kids,Everyone,"Aug 20, 2019",True,34406443
Flipaclip: Cartoon Animation Creator & Art Studio,Everyone,"Apr 2, 2012",True,32068539
PaperColor,Everyone,"Jun 17, 2016",True,27024527
MediBang Paint - Make Art !,Everyone,"Jun 16, 2015",True,25820756
"U Launcher Lite-New 3D Launcher 2020, Hide apps",Everyone,"Dec 12, 2017",True,20583655
Floor Plan Creator,Everyone,"Sep 30, 2012",True,20093590
Photos Alive - Jellify,Teen,"Mar 7, 2017",True,19354476
