name,value
DoorDash - Food Delivery,12517538
Domino's Pizza USA,5019198
Uber Eats: Food Delivery,4228103
Starbucks,3913964
Grubhub: Local Food Delivery,3196793
Pizza Hut - Delivery & Takeout,2605202
OpenTable,2477913
Instacart: Grocery deliveries,2031137
Chick-fil-A,1947986
Postmates - Fast Delivery,1724188
