name,value
My Verizon,4425434
T-Mobile,2428970
My Spectrum,1254930
DuckDuckGo Privacy Browser,1028665
My Sprint Mobile,1009728
QR Reader for iPhone,640728
AT&T Call Protect,593922
Xfinity,557818
QR Code Reader ·,527367
NETGEAR Nighthawk - WiFi App,423987
