name,value
"Google Play Books - Ebooks, Audiobooks, and Comics",3202676731
Amazon Kindle,373230108
Wattpad - Read & Write Stories,190657472
"Audible: audiobooks, podcasts & audio stories",180512055
"YouVersion Bible App Free, Audio, Offline, Daily",179730560
네이버 - NAVER,96769732
Oxford Dictionary of English,70311466
Sky Map,62660868
S LIME,62193941
Wikipedia,54045625
