name,value
Google News - Top world & local news headlines,2961820154
Briefing,1400441959
"Flipboard - Latest News, Top Stories & Lifestyle",794295006
upday for Samsung - Zeropage,187089891
"Dailyhunt - Latest Local & National News, Videos",168615253
Opera News: Breaking Local & US Headlines,120143968
News Suite by Sony,99230961
Aaj Tak Live TV News - Latest Hindi India News App,77249386
ZINIO - Magazine Newsstand,63160208
"India News, Latest News App, Live News Headlines",53236722
