App_Name,Content_Rating,Released,Free,Maximum_Installs
"Badoo — The Dating App to Chat, Date & Meet People",Mature 17+,"Dec 17, 2010",True,286283642
Zoosk - Online Dating App to Meet New People,Mature 17+,"Oct 8, 2010",True,37576471
OkCupid - The Online Dating App for Great Dates,Mature 17+,"Jun 18, 2010",True,30823577
"Bumble – Dating, Make New Friends & Networking",Mature 17+,"Nov 30, 2015",True,28290341
Chat & Date: Dating Made Simple to Meet New People,Mature 17+,"May 22, 2013",True,26392606
Video Call Advice and Live Chat with Video Call,Everyone,"Apr 23, 2019",True,24641362
BLOOM — Premium Dating & Find Real Love,Mature 17+,"Dec 13, 2016",True,22586384
Dating and Chat - SweetMeet,Mature 17+,"Feb 15, 2019",True,22354891
Free Dating App & Flirt Chat - Match with Singles,Mature 17+,"Nov 26, 2016",True,19294429
Galaxy - Chat Rooms: Meet New People Online & Date,Mature 17+,"Feb 24, 2012",True,18538790
