name,value
Pokémon GO,404699958
PK XD - Explore and Play with your Friends!,114150310
Harry Potter: Hogwarts Mystery,52194146
Ninja Arashi,32691147
June's Journey: Hidden Objects,31826886
Genshin Impact,29751790
Hidden City: Hidden Object Adventure,21543607
Cyber Hunter,20146067
Murder in the Alps,13141549
Animation Throwdown: The Collectible Card Game,11985364
