name,value
Google Maps - Navigate & Explore,9141671889
Booking.com: Hotels and more,416069452
"Gojek - Ojek Taxi Booking, Delivery and Payment",98057412
Airbnb - Vacation Rentals & Experiences,89340164
"MAPS.ME – Offline maps, travel guides & navigation",69424662
BlaBlaCar: Carpooling and bus,62988900
"﻿Skyscanner – cheap flights, hotels and car rental",50902289
Agoda,35866316
"Hotels.com: Book Hotels, Vacation Rentals and More",32480764
GasBuddy: Find and Pay for Cheap Gas and Fuel,26592200
