name,value
"YouTube: Watch, Listen, Stream",22685334
Instagram,21839585
Twitch: Live Game Streaming,1516630
PicCollage: Photo Layout Edits,1381055
InShot - Video Editor,1362232
FaceApp - AI Face Editor,1187859
Snapchat,903284
"Canva: Design, Photo & Video",823792
Private Photo Vault - Pic Safe,699618
Photoshop Express Photo Editor,622506
