name,value
CodyCross: Crossword Puzzles,80312695
Word Cookies!®,44348578
Palabras Cruz,28680938
Words With Friends 2 - Board Games & Word Puzzles,27779220
Word Cross,25017095
WordBrain - Free classic word puzzle game,17497354
Mots Croisés,5697334
Wort Kreuz,2577980
BAIKOH: Words & Brain Challenges,2574481
Parole Croce,2066392
