name,value
Audible audiobooks & podcasts,3769815
Amazon Kindle,3233670
"Libby, by OverDrive",1592907
Wattpad - Read & Write Stories,552210
Goodreads: Book Reviews,389212
Dreame - Read Best Romance,160872
Shonen Jump Manga & Comics,96255
NOOK,94216
Golden Quran | المصحف الذهبي,88840
WebComics - Daily Manga,61134
