name,value
Fishdom,220780998
Pixel Art: Color by Number,118863952
Cut the Rope 2,116212073
Bubble Witch 3 Saga,87178303
Disney Frozen Free Fall - Play Frozen Puzzle Games,75096492
Sudoku.com - Free Sudoku,60754811
Empires & Puzzles: Epic Match 3,54615726
Two Dots,45336940
Merge Dragons!,39941401
Find Out - Find Something & Hidden Objects,34138210
