App_Name,Content_Rating,Released,Free,Maximum_Installs
Weather - By Xiaomi,Everyone,"Apr 29, 2020",True,711617649
Weather Radar & Live Widget: The Weather Channel,Everyone,,True,127314938
ASUS Weather,Everyone,"Jul 4, 2014",True,114400378
AccuWeather: Weather alerts & live forecast info,Everyone,,True,103141107
Weather & Clock Widget for Android,Everyone,"Nov 25, 2011",True,77854192
"1Weather: Weather Forecast, Widget, Alerts & Radar",Everyone,"Jan 11, 2012",True,72982566
Weather & Radar - Storm alerts,Everyone,"Jul 17, 2012",True,69441313
Weather,Everyone,"Feb 9, 2016",True,69398542
HTC Weather,Everyone,"Nov 5, 2014",True,63722240
Transparent clock and weather - forecast and radar,Everyone,"Aug 23, 2012",True,60130862
