name,value
GoodRx: Prescription Coupons,584872
Teladoc | Online Doctor Visits,340621
"Leafly: Find weed, order weed",229837
"Weedmaps: Cannabis, Weed & CBD",207447
Baby Tracker - Newborn Log,150494
PulsePoint Respond,122218
Doximity,117953
Doctor On Demand,102871
"WebMD: Symptoms, Rx, & Doctors",95494
DreamMapper,92291
