name,value
"YouTube: Watch, Listen, Stream",22685334
Instagram,21839585
Spotify New Music and Podcasts,18893225
Venmo,12634191
DoorDash - Food Delivery,12517538
TikTok,10598509
Lyft,10241777
WhatsApp Messenger,9090956
Pandora: Music & Podcasts,8297798
Bible,7181127
