App_Name,Content_Rating,Released,Free,Maximum_Installs
Universal TV Remote Control,Everyone,"Sep 7, 2015",True,96444714
Zillow: Find Houses for Sale & Apartments for Rent,Everyone,"Mar 17, 2010",True,38915299
SURE - Smart Home and TV Universal Remote,Everyone,"Jul 23, 2014",True,34855441
Planner 5D - Home & Interior Design Creator,Everyone,"May 27, 2015",True,30189982
Alfred Home Security Camera: Baby Monitor & Webcam,Everyone,"Dec 17, 2012",True,26557624
Zigbang,Everyone,"Jan 20, 2012",True,23678388
Realtor.com Real Estate: Homes for Sale and Rent,Everyone,"Nov 3, 2010",True,20805326
tinyCam Monitor FREE - IP camera viewer,Everyone,"Feb 6, 2010",True,20202025
Home Design 3D,Everyone,"Nov 21, 2014",True,18456706
Houzz - Home Design & Remodel,Everyone,"Dec 18, 2012",True,18192833
