App_Name,Content_Rating,Released,Free,Maximum_Installs
Kinedu: Developmental Activities and Milestones,Everyone,"Mar 6, 2018",True,4760814
家族アルバム wellnote 子供の写真や動画を整理、共有,Everyone,"Apr 23, 2013",True,824820
Chai's Play - Aplikasi parenting & permainan anak,Everyone,"Feb 26, 2016",True,759743
