name,value
Instagram,3559871277
Snapchat,1621265491
"JAUMO Dating - Match, Chat & Flirt with Singles",56130779
Karrot - Your local buying & selling community,18618756
"LinkedIn Lite: Easy Job Search, Jobs & Networking",15229000
Between - Private Couples App,12540102
Glympse - Share GPS location,8212103
pixiv,6159313
GLAM - Live video chat,2521424
브런치 - 좋은 글과 작가를 만나는 공간,1570362
