name,value
Zillow: Find Houses for Sale & Apartments for Rent,38915299
Houzz - Home Design & Remodel,18192833
Redfin Real Estate: Search & Find Homes for Sale,5750555
HotPads Apartments & Home Rentals,3220491
"Domain Real Estate & Property - Buy, rent or sell",2806156
Zumper - Apartment Rental Finder,2246227
LIFULL HOME'S,1919755
