name,value
1mg - Online Medical Store & Healthcare App,18243473
Mobile JKN,17730938
CUIDAR COVID-19 ARGENTINA,16134849
PharmEasy – Online Medicine Ordering App,14350096
My Calendar - Period Tracker,13468890
GoodRx: Prescription Drugs Discounts & Coupons App,13028650
Medlife Is Now PharmEasy,12198730
MyChart,12084241
NHS COVID-19,11040496
Blood Pressure,11009574
