name,value
Spotify New Music and Podcasts,18893225
Pandora: Music & Podcasts,8297798
Shazam: Music Discovery,5895638
Musi - Simple Music Streaming,2235870
Amazon Music: Songs & Podcasts,1382302
"SiriusXM:Music,Podcast&Sports",1379257
Audiomack - Download New Music,1092510
Sonos S1 Controller,802223
Radio Javan,729185
YouTube Music,664473
