name,value
Duolingo: Learn Languages Free,261431130
BYJU'S – The Learning App,91499985
Hello English: Learn English,47368914
"Babbel - Learn Languages - Spanish, French & More",42930494
Simply Piano by JoyTunes,40997929
"Busuu - Learn Languages - Spanish, Japanese & More",33623392
"Language Learning - Spanish, Korean, French & More",32340675
TED,28512452
Peak – Brain Games & Training,25840732
"Yousician - Guitar, Ukulele, Bass and Singing",23983290
