name,value
"Kakao T - Taxi, Driver, Parking, Navigation, Bike",26256584
Citymapper: Directions For All Your Transportation,11410727
Yahoo!カーナビ -【無料ナビ】渋滞情報も地図も自動更新,8817786
그린카 – 이동을 새로 그리다,2255725
停車大聲公,1144875
國道路況即時通 (高速公路即時影像/車速/路況),776583
Gas Now - Prices comparator,633893
SpotAngels - Free Parking & Garage Deals,181943
