App_Name,Content_Rating,Released,Free,Maximum_Installs
Wattpad - Read & Write Stories,Teen,,True,190657472
Scribd: Audiobooks & ebooks,Teen,"Feb 17, 2012",True,37104229
Kobo Books - eBooks & Audiobooks,Teen,"Jun 15, 2010",True,23837841
Goodreads,Teen,"Apr 29, 2011",True,17901586
"Libby, by OverDrive",Everyone,"Jan 17, 2017",True,5654256
"Inkitt: Books, Novels, Stories",Teen,"Jan 7, 2017",True,2434719
Knots 3D,Everyone,"Jan 7, 2012",False,970368
Lunescope Pro 🔭🌘 Moon & Eclipse Viewer,Everyone,"Feb 1, 2010",False,205753
