name,value
YouTube Music,1067343725
Spotify: Listen to podcasts & find music you love,1033938669
Samsung Music,862678090
Mi Music,793353160
Shazam: Discover songs & lyrics in seconds,552250790
FM Radio,379008865
"SoundCloud - Play Music, Podcasts & New Songs",319132635
"Deezer Music Player: Songs, Playlists & Podcasts",300607105
Smule: Social Karaoke Singing,294622295
"Pandora - Streaming Music, Radio & Podcasts",271939378
