name,value
Google Play services,12057627016
Google,9154248491
Google Text-to-Speech,9034404884
Android Accessibility Suite,7408134567
Android System WebView,4764329349
Gboard - the Google Keyboard,3897822063
Samsung My Files,2063336389
Samsung Experience Service,1682763021
Device Care,1681485812
SHAREit - Transfer & Share,1666016612
