name,value
Candy Crush Saga,1208422684
My Talking Tom,919958421
Pou,798488171
My Talking Angela,699944379
Minion Rush: Despicable Me Official Game,488234648
Talking Tom Cat,450552063
My Talking Tom 2,437538011
Candy Crush Soda Saga,422484226
Gardenscapes,370753807
Bubble Shooter,353646852
