name,value
Trivia Crack,223749728
Brain Test: Tricky Puzzles,135197533
Logo Quiz,76980094
Brain Test 2: Tricky Stories,49570439
Free Trivia Game. Questions & Answers. QuizzLand.,42952264
Trivia Crack 2,42842364
Who is? Brain Teaser & Tricky Riddles,41669351
"94% - Quiz, Trivia & Logic",41081363
Quiz: Logo game,39003674
Millionaire 2021 -  Free Trivia Quiz Offline Game,38238612
