App_Name,Content_Rating,Released,Free,Maximum_Installs
Secure Folder,Everyone,"Jun 9, 2017",True,1410817280
"LinkedIn: Jobs, Business News & Social Networking",Everyone,"Apr 7, 2011",True,827144233
ZOOM Cloud Meetings,Everyone,"Jan 24, 2013",True,674196557
Google Meet - Secure Video Meetings,Everyone,"Mar 9, 2017",True,352581380
Microsoft Teams,Everyone,"Nov 2, 2016",True,199799210
"OfficeSuite - Word docs, Excel sheets, PDF files",Everyone,"Dec 22, 2011",True,171561174
File Commander - File Manager & Free Cloud,Everyone,"Nov 6, 2012",True,162147586
Indeed Job Search,Everyone,,True,126646470
Facebook Business Suite (Pages Manager),Everyone,"Jan 28, 2014",True,117452128
MyASUS - Service Center,Everyone,"Mar 29, 2012",True,116036115
