name,value
Amazon Shopping,4349737
OfferUp - Buy. Sell. Letgo.,4047742
Target,3749025
Walmart - Shopping & Grocery,3497300
Walgreens,3240619
Etsy: Custom & Creative Goods,2670722
Shop: package & order tracker,2350014
Wish - Shopping Made Fun,2200858
Fetch Rewards,1607204
Macy's,1461437
