App_Name,Content_Rating,Released,Free,Maximum_Installs
Indeed Job Search,Everyone,,True,126646470
Naukri.com Job Search App: Search jobs on the go!,Everyone,"Jan 19, 2012",True,28877896
Slack,Everyone,"Jul 22, 2013",True,23142235
"Glassdoor - Job search, company reviews & salaries",Everyone,"Mar 13, 2013",True,14024272
알바천국- 알바 구인구직 포털서비스,Everyone,"Apr 8, 2013",True,10834257
잡코리아 - 취업 신입 경력 맞춤채용 무료 연봉정보,Everyone,"Jul 19, 2012",True,6967987
사람인 - 취업도 쉽고 빠르게,Everyone,"Sep 25, 2014",True,5596282
SEEK Job Search,Everyone,"Apr 13, 2016",True,4279520
Asana: Your work manager,Everyone,"Feb 27, 2013",True,3999771
Wantedly People scan biz cards,Everyone,"Dec 20, 2016",True,1089378
