name,value
Bible,7181127
"Muslim Pro: Quran, Azan, Islam",400804
Bible KJV - Daily Bible Verse,314515
Night Sky,288204
Sky Guide,255935
FamilySearch Tree,254391
Bible App - Read & Study Daily,188260
Ancestry: Your family story,186803
Blue Letter Bible,183898
Merriam-Webster Dictionary,158986
