name,value
Google Play Games,4605543029
Netflix,1437250170
Mi Video - Watch & download videos for free,804115328
Hotstar,523641463
HUAWEI Video,450787692
Talking Tom Cat 2,390576230
Amazon Prime Video,353354827
"JioTV – News, Movies, Entertainment, LIVE TV",328894390
YouTube Kids,266742066
Talking Ginger,247683986
