App_Name,Content_Rating,Released,Free,Maximum_Installs
"PicsArt Photo Editor: Pic, Video & Collage Maker",Teen,"Nov 4, 2011",True,831745347
YouCam Makeup - Selfie Editor & Magic Makeover Cam,Everyone,"Aug 7, 2014",True,296129485
Adobe Lightroom - Photo Editor & Pro Camera,Everyone,"Jan 14, 2015",True,206216773
Adobe Photoshop Express：Photo Editor Collage Maker,Everyone,,True,180360532
SNOW,Everyone,"Nov 3, 2015",True,125181822
VSCO: Photo & Video Editor with Slo-mo Effect,Everyone,"Dec 3, 2013",True,116634253
Pixlr – Free Photo Editor,Everyone,"Nov 14, 2012",True,92946603
TouchRetouch,Everyone,"Jun 2, 2011",False,1048084
Journi Blog - Travel Journal & Diary,Teen,"Oct 20, 2015",True,398122
