name,value
Google Maps - Navigate & Explore,9141671889
Google Street View,1719820254
Google Maps Go,495819547
Booking.com: Hotels and more,416069452
Google Earth,412118070
Navigation for Google Maps Go,403692575
"Tripadvisor: Hotels, Activities & Restaurants",392841385
Where is my Train : Indian Railway Train Status,147665376
Yandex.Navigator,106068616
"IRCTC Train Booking, PNR Status, Running Status",98230290
