name,value
"Paytm -UPI, Money Transfer, Recharge, Bill Payment",300940960
토스,23367944
카카오뱅크,17045208
Money Manager Expense & Budget,12372998
Mint: Track Expenses & Save,11758816
Mobills Budget Planner and Track your Finances,7810134
Monefy - Budget Manager and Expense Tracker app,6769635
Money Lover: Expense Manager & Budget Tracker,6448906
"Wallet: Personal Finance, Budget & Expense Tracker",5599282
뱅크샐러드,4517985
