name,value
Weather - The Weather Channel,3026906
AccuWeather: Weather Alerts,1488078
WeatherBug – Weather Forecast,986156
MyRadar Weather Radar,829313
Clime: NOAA Weather Radar Live,796096
Weather Live°,321527
Dark Sky Weather,276271
Weather ٞ,230628
Weather ·,194627
Weather Radar°,178560
