name,value
Google Play services,12057627016
YouTube,9766230924
Google,9154248491
Google Maps - Navigate & Explore,9141671889
Google Text-to-Speech,9034404884
Google Chrome: Fast & Secure,8925640788
Gmail,8756574289
Android Accessibility Suite,7408134567
Google Drive,7028265259
Facebook,6782619635
