name,value
Weather - By Xiaomi,711617649
Weather Radar & Live Widget: The Weather Channel,127314938
ASUS Weather,114400378
AccuWeather: Weather alerts & live forecast info,103141107
Weather & Clock Widget for Android,77854192
"1Weather: Weather Forecast, Widget, Alerts & Radar",72982566
Weather & Radar - Storm alerts,69441313
Weather,69398542
HTC Weather,63722240
Transparent clock and weather - forecast and radar,60130862
