App_Name,Content_Rating,Released,Free,Maximum_Installs
"Ticketmaster－Buy, Sell Tickets to Concerts, Sports",Everyone,"May 21, 2012",True,14691214
Invitation maker & Card design by Greetings Island,Everyone,"May 15, 2018",True,9973338
StubHub - Live Event Tickets,Everyone,"Mar 9, 2011",True,8390847
"SeatGeek – Tickets to Sports, Concerts, Broadway",Everyone,"Nov 13, 2013",True,4720090
"Gametime - Tickets to Sports, Concerts, Theater",Everyone,"Mar 12, 2014",True,3628846
Best Music Ringtones for Tik Tok,Everyone,"Oct 29, 2019",True,3269021
"Sympla: Ingressos Online - Evento, Curso e Passeio",Everyone,"Aug 2, 2016",True,3229234
game.tv,Teen,"Aug 5, 2020",True,3217485
Invitation maker 2020 Birthday & Wedding card Free,Everyone,"Jan 13, 2020",True,3161076
Vivid Seats | Event Tickets,Everyone,"May 28, 2015",True,3136283
