App_Name,Content_Rating,Released,Free,Maximum_Installs
Google Photos,Everyone,"May 28, 2015",True,5754179589
Samsung Gallery,Everyone,"Aug 15, 2017",True,2123105347
"PicsArt Photo Editor: Pic, Video & Collage Maker",Teen,"Nov 4, 2011",True,831745347
B612 - Best Free Camera & Photo/Video Editor,Everyone,"Oct 9, 2014",True,693637463
BeautyPlus - Best Selfie Cam & Easy Photo Editor,Everyone,"Jul 14, 2013",True,415221607
"FaceApp - Face Editor, Makeover & Beauty App",Everyone,"Feb 14, 2017",True,386543731
Video Editor & Video Maker - InShot,Everyone,"Mar 5, 2014",True,380356349
Retrica - The Original Filter Camera,Everyone,"Apr 10, 2014",True,365497289
"Sweet Selfie Camera, Beauty & Filters Photo Editor",Everyone,"Oct 26, 2015",True,334920567
Camera360 - Photo Editor + Camera & Sweet selfies,Everyone,"Mar 3, 2011",True,333256234
