name,value
Pinterest,615144909
SmartThings,573242377
"Tinder - Dating, Make Friends and Meet New People",277159841
Samsung Pay,242571447
Google Home,203258753
Samsung Members v1,128909552
Samsung Gift Indonesia,108900475
Life360: Family Locator & GPS Tracker for Safety,89652214
"Muslim Pro: Athan, Quran, Prayer Times Qibla Islam",82107740
happn – Local dating app,75225007
