App_Name,Content_Rating,Released,Free,Maximum_Installs
1mg - Online Medical Store & Healthcare App,Everyone,"Aug 24, 2012",True,18243473
Mobile JKN,Everyone,"Apr 17, 2016",True,17730938
CUIDAR COVID-19 ARGENTINA,Everyone,"May 10, 2020",True,16134849
PharmEasy – Online Medicine Ordering App,Everyone,"Mar 6, 2015",True,14350096
My Calendar - Period Tracker,Everyone,"Aug 16, 2015",True,13468890
GoodRx: Prescription Drugs Discounts & Coupons App,Everyone,"Dec 12, 2012",True,13028650
Medlife Is Now PharmEasy,Everyone,"Aug 22, 2016",True,12198730
MyChart,Everyone,"Oct 31, 2011",True,12084241
NHS COVID-19,Everyone,"Aug 12, 2020",True,11040496
Blood Pressure,Everyone,"Jul 15, 2012",True,11009574
