name,value
HTC Service Pack,76374212
MX Player Codec (ARMv7 NEON),49842878
MX Player Codec (ARMv6 VFP),48999723
MX Player Codec (ARMv7),43234525
Cardboard,31791465
Condor Passport,17703715
MX Player Codec (ARMv6),13211278
MX Player Codec (ARMv5),12381564
MX Player Codec (Tegra3),11559790
PGT Free 🔧: GFX & Optimizer,9112106
