name,value
Wish - Shopping Made Fun,581776749
AliExpress,499047189
"Amazon Shopping - Search, Find, Ship, and Save",480460960
Flipkart Online Shopping App,357436703
"eBay: Buy, sell, and save on brands you love",302087728
Lazada - #1 Online Shopping App,274088740
Mercado Libre: compra fácil y rápido,229086634
SHEIN-Fashion Shopping Online,205104993
Club Factory - Online Shopping App,167176298
Alibaba.com - Leading online B2B Trade Marketplace,166219012
