App_Name,Content_Rating,Released,Free,Maximum_Installs
Home Workout - No Equipment,Everyone,"Nov 8, 2017",True,139758150
Six Pack in 30 Days - Abs Workout,Teen,"Jan 9, 2018",True,105819808
Calorie Counter - MyFitnessPal,Everyone,"Apr 26, 2010",True,93437098
adidas Running App - Your Sports & Run Tracker,Everyone,"May 12, 2010",True,65990737
Step Counter - Pedometer Free & Calorie Counter,Everyone,"Jul 28, 2017",True,49331600
"Strava: Track Running, Cycling & Swimming",Teen,"Jun 9, 2011",True,44815905
"Calm - Meditate, Sleep, Relax",Everyone,"Jul 30, 2014",True,38128818
"Pacer Pedometer: Walking, Running, Step Challenges",Everyone,"Sep 28, 2013",True,31869106
Freeletics Training Coach - Bodyweight Fitness,Everyone,"Jan 2, 2014",True,29820783
Headspace: Meditation & Sleep,Everyone,"Jan 6, 2012",True,28900621
