name,value
Zillow Real Estate & Rentals,5771436
Pinterest,3996473
Amazon Alexa,3115853
Nest,1319082
Trulia Real Estate: Find Homes,1087384
Bumble - Dating & Meet People,969886
Redfin Real Estate: Find Homes,862274
ADT Pulse ®,766965
Hinge: Dating & Relationships,496169
Evite: Party Invitations,465389
