name,value
WEBTOON,85170436
네이버 웹툰 - Naver Webtoon,33664301
"MangaToon-Good comics, Great stories",25754944
Temple Princess Lost Oz Run,16119024
Draw Cartoons 2: Skeletal Animation Studio,13515595
다음웹툰 - DAUM WEBTOON,12570581
Talking James Squirrel - Virtual Pet,12051796
Comics,11046129
Marvel Comics,10172907
Brazil Funny Memes - Stickers WAStickerApps,9602711
