App_Name,Content_Rating,Released,Free,Maximum_Installs
"Flipboard - Latest News, Top Stories & Lifestyle",Everyone 10+,"Jun 21, 2012",True,794295006
detikcom - Berita Terbaru & Terlengkap,Teen,"Sep 6, 2010",True,19680133
Pocket: Save. Read. Grow.,Everyone,"Mar 9, 2011",True,15966292
Podcast Player,Teen,"Jan 4, 2016",True,11161547
Feedly - Smarter News Reader,Everyone,"Mar 9, 2011",True,6753273
NDTV India Hindi News,Everyone,"Nov 2, 2014",True,6059034
NHK NEWS & Disaster Info,Everyone,,True,5669335
Kurio – Baca Berita Terbaru,Everyone 10+,"Nov 9, 2013",True,4363067
(JP)テレビ,Mature 17+,,True,4079822
TRILL(トリル) - 女性のファッション、ヘア、メイク、占い、恋愛、美容,Everyone,,True,2866575
