name,value
ESPN Fantasy Sports & More,1274874
ESPN: Live Sports & Scores,1167290
GameChanger Baseball Softball,718652
FOX Bet Super 6,564559
DraftKings Fantasy Football,469463
CBS Sports App Scores & News,429971
NFL,393746
NCAA March Madness Live,393130
Yahoo Fantasy Football & Daily,348196
NBC Sports,316075
