group,variable,value
0,0.0,7
0,0.5,0
0,1.0,0
0,1.5,0
0,2.0,0
0,2.5,0
0,3.0,0
0,3.5,0
0,4.0,0
0,4.5,0
1,0.0,49
1,0.5,0
1,1.0,0
1,1.5,0
1,2.0,0
1,2.5,0
1,3.0,0
1,3.5,0
1,4.0,0
1,4.5,0
5,0.0,36
5,0.5,0
5,1.0,0
5,1.5,0
5,2.0,0
5,2.5,0
5,3.0,0
5,3.5,0
5,4.0,0
5,4.5,0
10,0.0,143
10,0.5,0
10,1.0,0
10,1.5,0
10,2.0,0
10,2.5,1
10,3.0,0
10,3.5,0
10,4.0,1
10,4.5,5
50,0.0,86
50,0.5,0
50,1.0,0
50,1.5,0
50,2.0,0
50,2.5,1
50,3.0,1
50,3.5,0
50,4.0,2
50,4.5,13
100,0.0,208
100,0.5,0
100,1.0,0
100,1.5,2
100,2.0,0
100,2.5,1
100,3.0,9
100,3.5,7
100,4.0,21
100,4.5,47
500,0.0,78
500,0.5,0
500,1.0,0
500,1.5,1
500,2.0,3
500,2.5,3
500,3.0,6
500,3.5,10
500,4.0,16
500,4.5,37
1k,0.0,110
1k,0.5,0
1k,1.0,1
1k,1.5,7
1k,2.0,22
1k,2.5,29
1k,3.0,58
1k,3.5,92
1k,4.0,110
1k,4.5,116
5k,0.0,13
5k,0.5,0
5k,1.0,1
5k,1.5,1
5k,2.0,4
5k,2.5,6
5k,3.0,29
5k,3.5,49
5k,4.0,55
5k,4.5,41
10k,0.0,23
10k,0.5,0
10k,1.0,1
10k,1.5,6
10k,2.0,4
10k,2.5,25
10k,3.0,69
10k,3.5,156
10k,4.0,168
10k,4.5,76
50k,0.0,4
50k,0.5,0
50k,1.0,0
50k,1.5,2
50k,2.0,3
50k,2.5,10
50k,3.0,16
50k,3.5,67
50k,4.0,67
50k,4.5,28
100k,0.0,6
100k,0.5,0
100k,1.0,1
100k,1.5,3
100k,2.0,9
100k,2.5,10
100k,3.0,33
100k,3.5,103
100k,4.0,113
100k,4.5,68
500k,0.0,1
500k,0.5,0
500k,1.0,0
500k,1.5,0
500k,2.0,0
500k,2.5,3
500k,3.0,12
500k,3.5,22
500k,4.0,32
500k,4.5,8
1m,0.0,0
1m,0.5,0
1m,1.0,0
1m,1.5,0
1m,2.0,2
1m,2.5,2
1m,3.0,11
1m,3.5,40
1m,4.0,46
1m,4.5,11
5m,0.0,0
5m,0.5,0
5m,1.0,0
5m,1.5,0
5m,2.0,0
5m,2.5,0
5m,3.0,1
5m,3.5,1
5m,4.0,11
5m,4.5,0
10m,0.0,0
10m,0.5,0
10m,1.0,0
10m,1.5,0
10m,2.0,0
10m,2.5,0
10m,3.0,1
10m,3.5,3
10m,4.0,3
10m,4.5,1
50m,0.0,0
50m,0.5,0
50m,1.0,0
50m,1.5,0
50m,2.0,0
50m,2.5,0
50m,3.0,0
50m,3.5,0
50m,4.0,0
50m,4.5,1
100m,0.0,0
100m,0.5,0
100m,1.0,0
100m,1.5,0
100m,2.0,0
100m,2.5,0
100m,3.0,0
100m,3.5,0
100m,4.0,0
100m,4.5,0
500m,0.0,0
500m,0.5,0
500m,1.0,0
500m,1.5,0
500m,2.0,0
500m,2.5,0
500m,3.0,0
500m,3.5,0
500m,4.0,0
500m,4.5,0
1b,0.0,0
1b,0.5,0
1b,1.0,0
1b,1.5,0
1b,2.0,0
1b,2.5,0
1b,3.0,0
1b,3.5,0
1b,4.0,0
1b,4.5,0
5b,0.0,0
5b,0.5,0
5b,1.0,0
5b,1.5,0
5b,2.0,0
5b,2.5,0
5b,3.0,0
5b,3.5,0
5b,4.0,0
5b,4.5,0
10b,0.0,0
10b,0.5,0
10b,1.0,0
10b,1.5,0
10b,2.0,0
10b,2.5,0
10b,3.0,0
10b,3.5,0
10b,4.0,0
10b,4.5,0
