group,variable,value
0,0.0,859
0,0.5,0
0,1.0,0
0,1.5,0
0,2.0,0
0,2.5,0
0,3.0,0
0,3.5,1
0,4.0,0
0,4.5,1
1,0.0,4183
1,0.5,0
1,1.0,0
1,1.5,0
1,2.0,0
1,2.5,0
1,3.0,0
1,3.5,1
1,4.0,0
1,4.5,0
5,0.0,4068
5,0.5,0
5,1.0,0
5,1.5,0
5,2.0,0
5,2.5,0
5,3.0,0
5,3.5,0
5,4.0,0
5,4.5,15
10,0.0,13770
10,0.5,0
10,1.0,0
10,1.5,1
10,2.0,0
10,2.5,0
10,3.0,2
10,3.5,2
10,4.0,21
10,4.5,419
50,0.0,6284
50,0.5,0
50,1.0,1
50,1.5,0
50,2.0,1
50,2.5,2
50,3.0,4
50,3.5,8
50,4.0,67
50,4.5,531
100,0.0,13301
100,0.5,0
100,1.0,23
100,1.5,20
100,2.0,25
100,2.5,53
100,3.0,125
100,3.5,166
100,4.0,539
100,4.5,2462
500,0.0,3519
500,0.5,0
500,1.0,33
500,1.5,49
500,2.0,100
500,2.5,109
500,3.0,231
500,3.5,314
500,4.0,712
500,4.5,1432
1k,0.0,2746
1k,0.5,0
1k,1.0,93
1k,1.5,220
1k,2.0,371
1k,2.5,608
1k,3.0,1018
1k,3.5,1639
1k,4.0,2602
1k,4.5,3180
5k,0.0,190
5k,0.5,0
5k,1.0,20
5k,1.5,87
5k,2.0,191
5k,2.5,297
5k,3.0,524
5k,3.5,754
5k,4.0,1141
5k,4.5,819
10k,0.0,219
10k,0.5,0
10k,1.0,21
10k,1.5,131
10k,2.0,270
10k,2.5,510
10k,3.0,841
10k,3.5,1419
10k,4.0,2171
10k,4.5,1251
50k,0.0,41
50k,0.5,0
50k,1.0,8
50k,1.5,36
50k,2.0,80
50k,2.5,148
50k,3.0,201
50k,3.5,374
50k,4.0,654
50k,4.5,388
100k,0.0,33
100k,0.5,0
100k,1.0,8
100k,1.5,38
100k,2.0,73
100k,2.5,126
100k,3.0,246
100k,3.5,437
100k,4.0,928
100k,4.5,702
500k,0.0,3
500k,0.5,0
500k,1.0,2
500k,1.5,3
500k,2.0,5
500k,2.5,23
500k,3.0,42
500k,3.5,81
500k,4.0,169
500k,4.5,188
1m,0.0,0
1m,0.5,0
1m,1.0,0
1m,1.5,3
1m,2.0,4
1m,2.5,14
1m,3.0,30
1m,3.5,67
1m,4.0,187
1m,4.5,285
5m,0.0,0
5m,0.5,0
5m,1.0,0
5m,1.5,1
5m,2.0,1
5m,2.5,0
5m,3.0,5
5m,3.5,6
5m,4.0,28
5m,4.5,40
10m,0.0,0
10m,0.5,0
10m,1.0,0
10m,1.5,0
10m,2.0,0
10m,2.5,0
10m,3.0,4
10m,3.5,12
10m,4.0,21
10m,4.5,50
50m,0.0,0
50m,0.5,0
50m,1.0,0
50m,1.5,0
50m,2.0,0
50m,2.5,0
50m,3.0,0
50m,3.5,2
50m,4.0,2
50m,4.5,6
100m,0.0,0
100m,0.5,0
100m,1.0,0
100m,1.5,0
100m,2.0,0
100m,2.5,0
100m,3.0,0
100m,3.5,1
100m,4.0,1
100m,4.5,3
500m,0.0,0
500m,0.5,0
500m,1.0,0
500m,1.5,0
500m,2.0,0
500m,2.5,0
500m,3.0,0
500m,3.5,0
500m,4.0,0
500m,4.5,0
1b,0.0,0
1b,0.5,0
1b,1.0,0
1b,1.5,0
1b,2.0,0
1b,2.5,0
1b,3.0,0
1b,3.5,1
1b,4.0,0
1b,4.5,0
5b,0.0,0
5b,0.5,0
5b,1.0,0
5b,1.5,0
5b,2.0,0
5b,2.5,0
5b,3.0,0
5b,3.5,0
5b,4.0,0
5b,4.5,0
10b,0.0,0
10b,0.5,0
10b,1.0,0
10b,1.5,0
10b,2.0,0
10b,2.5,0
10b,3.0,0
10b,3.5,0
10b,4.0,0
10b,4.5,0
